,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,maven_id,maven_url,dependent_project_count,github_dependent_project_count,new_addition,updated_github_id,labels
69,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2023-03-27 22:50:38,2023-03-27 22:50:29,1072,20.0,78,20,534.0,2.0,63.0,548,2022-10-30 11:34:41,6.0.2,70.0,Eff monad for cats - https://atnos-org.github.io/eff.,37.0,17,True,3,,,,,,,True,,
70,argonaut,argonaut-io/argonaut,json,https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,,2012-12-09 12:11:48,2023-04-03 05:54:26,2023-04-03 05:54:24,1585,25.0,95,26,518.0,27.0,168.0,540,2017-12-29 16:29:13,6.2.1,1.0,Purely functional JSON parser and library in scala.,59.0,17,False,3,,,io.argonaut:argonaut_2.13,https://search.maven.org/artifact/io.argonaut/argonaut_2.13,,,,,
71,sbt-buildinfo,sbt/sbt-buildinfo,sbt,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2023-02-02 14:46:15,2022-02-17 17:07:26,311,,85,22,92.0,15.0,86.0,535,2022-02-17 05:57:05,0.11.0,5.0,I know this because build.sbt knows this.,47.0,17,True,2,,,,,,,,,
72,xitrum,xitrum-framework/xitrum,web-frameworks,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082,3.0,51,38,36.0,56.0,600.0,448,,,,Async and clustered Scala web framework and HTTP(S) server.,31.0,17,True,3,,,,,,,,,
73,jawn,typelevel/jawn,json,https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2023-03-28 20:20:05,2023-03-22 21:00:22,1159,27.0,66,21,454.0,12.0,55.0,423,2022-07-05 19:18:25,1.4.0,20.0,Jawn is for parsing jay-sawn (JSON).,45.0,17,False,3,,,,,,,,,
74,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2023-03-13 00:41:39,2023-03-13 00:41:39,423,17.0,59,11,194.0,1.0,67.0,253,2022-10-20 17:29:22,1.5.11,23.0,sbt plugin to automate Sonatype releases from GitHub Actions.,52.0,17,True,2,,,,,,,,,
75,sbt-dependency-check,albuch/sbt-dependency-check,sbt,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2023-04-03 12:52:52,2023-03-20 19:46:46,620,28.0,33,11,222.0,1.0,79.0,244,2023-03-05 11:31:58,5.1.0,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,18.0,17,True,2,,,,,,,,,
76,anorm,playframework/anorm,db-clients,https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2023-04-03 17:06:15,2023-03-18 21:35:07,694,15.0,67,17,479.0,5.0,59.0,226,2022-09-29 14:17:35,2.7.0,3.0,The Anorm database library.,54.0,17,True,2,,,,,,,,,['play']
77,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2023-03-31 06:24:47,2023-03-31 06:24:41,243,4.0,35,7,194.0,4.0,56.0,156,2022-11-14 19:51:16,2.5.0,23.0,sbt plugin for Scalafmt.,27.0,17,True,2,,,,,,,,,
78,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2023-04-01 20:14:59,2023-04-01 20:14:59,954,34.0,31,6,557.0,13.0,45.0,152,2023-01-24 18:43:27,0.23.2,13.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",14.0,17,True,2,,,,,,,,,
79,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2023-04-03 13:59:14,2023-04-03 13:59:13,2299,167.0,32,10,22.0,,,36,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",18.0,17,True,2,,,,,138.0,138.0,,,
80,nscala-time,nscala-time/nscala-time,toolkits,https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2023-03-31 03:44:44,2023-03-31 03:44:43,624,16.0,81,27,226.0,6.0,49.0,871,,,,A new Scala wrapper for Joda Time based on scala-time.,23.0,16,True,3,,,,,,,True,,
81,rediscala,etaty/rediscala,db-clients,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2021-06-06 04:14:22,2019-10-17 08:36:11,414,,134,39,98.0,67.0,83.0,796,2019-06-23 15:29:14,1.9.0,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",31.0,16,False,2,,,,,,,,,
82,cask,com-lihaoyi/cask,web-frameworks,https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2023-03-16 14:53:39,2023-03-16 14:53:34,291,6.0,45,11,44.0,6.0,34.0,440,2023-03-16 12:25:29,0.9.0,76.0,Cask: a Scala HTTP micro-framework.,14.0,16,False,3,18445.0,329.0,,,,,,,
83,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,https://github.com/earldouglas/xsbt-web-plugin,https://github.com/earldouglas/xsbt-web-plugin,BSD-3-Clause,2011-04-24 10:27:46,2023-03-25 13:03:25,2023-03-25 13:03:24,954,32.0,98,18,502.0,11.0,246.0,385,,,,Servlet support for sbt.,33.0,16,True,3,,,,,,,,,
84,sbt-git,sbt/sbt-git,sbt,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2022-12-05 16:20:46,2022-11-22 08:24:38,313,,97,16,125.0,26.0,81.0,338,2022-12-05 16:20:46,2.0.1,7.0,A git plugin for sbt.,50.0,16,True,3,,,,,,,,,
85,youi,outr/youi,web-frameworks,https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2023-04-02 00:38:36,2022-12-07 15:24:18,2690,,27,17,246.0,11.0,41.0,206,2019-01-30 18:17:20,0.9.0,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",11.0,16,True,3,,,,,,,,,
86,sbt-header,sbt/sbt-header,sbt,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2023-01-31 19:04:48,2022-11-15 12:48:59,317,,52,11,223.0,11.0,75.0,190,2022-11-15 12:54:43,5.9.0,23.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",37.0,16,True,3,,,,,,,,,
87,sbt-doctest,tkawachi/sbt-doctest,sbt,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2023-03-28 04:30:23,2023-03-28 04:30:16,642,34.0,27,12,317.0,13.0,47.0,181,2015-12-17 13:37:24,0.3.5,1.0,Doctest for scala.,26.0,16,True,3,,,,,,,,,
88,simulacrum,mpilquist/simulacrum,toolkits,https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2023-01-21 08:35:21,2023-01-21 08:35:21,430,4.0,59,35,161.0,28.0,45.0,939,2018-02-20 14:20:53,0.12.0,1.0,First class syntax support for type classes in Scala.,34.0,15,True,3,,,,,,,True,typelevel/simulacrum,
89,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2023-03-31 10:36:43,2023-03-29 12:57:18,659,6.0,69,30,150.0,8.0,106.0,550,2022-05-28 07:23:56,1.13.5,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,18.0,15,True,3,,,,,,,True,,
90,sbt-pack,xerial/sbt-pack,sbt,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2023-03-28 20:10:51,2023-03-13 17:14:06,810,16.0,72,13,286.0,28.0,68.0,474,2022-11-24 02:03:25,0.17,12.0,A sbt plugin for creating distributable Scala packages.,36.0,15,False,3,,,,,,,,,
91,larray,xerial/larray,toolkits,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465,,40,26,26.0,20.0,33.0,395,2016-12-14 04:07:48,0.4.0,3.0,Large off-heap arrays and mmap files for Scala and Java.,11.0,15,True,3,,,,,,,True,,
92,kantan.csv,nrinaudo/kantan.csv,csv-yaml,https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2023-02-02 18:41:13,2022-09-06 14:24:02,1028,,33,10,177.0,37.0,134.0,342,2019-06-04 07:25:39,0.5.1,12.0,CSV handling library for Scala.,9.0,15,True,2,,,,,,,,,
93,scala-activerecord,aselab/scala-activerecord,db-clients,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513,,27,35,12.0,20.0,62.0,321,2020-10-07 00:17:01,0.6.1,8.0,ActiveRecord-like ORM library for Scala.,9.0,15,False,3,,,,,,,,,
94,sbt-unidoc,sbt/sbt-unidoc,sbt,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2023-02-23 00:54:18,2023-02-23 00:53:47,157,4.0,28,16,82.0,23.0,34.0,122,2021-10-23 21:22:11,0.5.0,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,23.0,15,True,3,,,,,,,,,
95,scala-redis,debasishg/scala-redis,db-clients,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485,,221,61,150.0,70.0,82.0,1022,2021-11-02 15:19:32,3.42,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",72.0,14,False,3,,,,,,,,,
96,hamsters,scala-hamsters/hamsters,toolkits,https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587,,22,22,70.0,5.0,61.0,291,,,,A mini Scala utility library.,24.0,14,False,3,,,,,,,True,,
97,chaos,mesosphere/chaos,web-frameworks,https://github.com/mesosphere/chaos,https://github.com/mesosphere/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224,,36,153,52.0,12.0,15.0,250,2017-04-05 09:50:47,0.8.8,1.0,A lightweight framework for writing REST services in Scala.,20.0,14,False,3,,,,,,,,,
98,laserdisc,laserdisc-io/laserdisc,db-clients,https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2023-03-30 18:58:26,2023-03-30 18:58:26,629,20.0,14,5,695.0,13.0,11.0,90,2022-11-22 23:17:24,0.6.0,21.0,A Future-free Fs2 native pure FP Redis client.,9.0,14,True,3,,,,,,,,,
99,finagle-postgres,finagle/finagle-postgres,db-clients,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-04-01 15:30:32,2021-06-02 20:15:58,486,,40,10,271.0,13.0,25.0,81,2021-04-23 22:46:03,0.13,16.0,PostgreSQL protocol support for Finagle.,33.0,14,False,3,,,,,,,,,
100,chronoscala,opt-tech/chronoscala,toolkits,https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2023-03-28 11:37:23,2023-03-28 11:37:19,400,18.0,7,48,183.0,2.0,13.0,67,2022-10-06 06:21:17,2.0.8,9.0,A JSR-310 port of nscala_time.,10.0,14,True,3,,,,,,,True,chronoscala/chronoscala,
101,sbt-revolver,spray/sbt-revolver,sbt,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2023-03-08 08:59:55,2023-03-08 08:59:55,164,1.0,54,22,30.0,21.0,60.0,818,,,,An SBT plugin for dangerously fast development turnaround in Scala.,16.0,13,True,3,,,,,,,,,
102,scala-csv,tototoshi/scala-csv,csv-yaml,https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2023-04-03 09:42:43,2023-04-03 09:42:35,456,7.0,136,27,189.0,21.0,63.0,668,,,,CSV Reader/Writer for Scala.,34.0,13,False,2,,,,,,,,,
103,tut,tpolecat/tut,sbt,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454,,60,19,150.0,63.0,52.0,585,,,,doc/tutorial generator for scala.,38.0,13,False,3,,,,,,,,,
104,splain,tek/splain,sbt,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2023-02-13 17:02:12,2022-11-07 18:21:25,340,,27,11,45.0,8.0,43.0,370,2022-01-31 05:31:17,Release/1.0.0-2.13.8,16.0,better implicit errors for scala.,18.0,13,True,3,64.0,0.0,,,,,,,
105,scala-clippy,softwaremill/scala-clippy,sbt,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260,,19,20,29.0,14.0,22.0,314,2019-03-14 17:25:51,0.6.1,20.0,Good advice for Scala compiler errors.,8.0,13,False,3,,,,,,,,,
106,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2022-02-28 19:41:12,2022-02-28 19:41:12,282,,15,44,54.0,9.0,12.0,163,2020-07-22 20:01:31,3.0.0,12.0,Performant database access in Scala.,17.0,13,True,3,1299.0,13.0,,,,,,,
107,scredis,Livestream/scredis,db-clients,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147,,14,34,8.0,1.0,51.0,154,2014-12-16 16:04:30,2.0.6,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",7.0,13,False,3,,,,,,,,,
108,sbt-pgp,sbt/sbt-pgp,sbt,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2022-12-06 03:24:26,2022-12-06 03:24:26,333,,51,7,86.0,18.0,97.0,140,2022-12-06 03:46:29,2.2.1,15.0,PGP plugin for sbt.,33.0,13,False,3,,,,,,,,,
109,scruid,ing-bank/scruid,db-clients,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252,,27,15,77.0,6.0,31.0,113,2021-06-07 15:35:10,2.5.0,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",19.0,13,False,3,,,,,,,,,
110,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2023-03-10 20:36:03,2022-05-14 04:46:19,409,,15,34,133.0,,6.0,87,2022-03-19 19:01:11,3.0.2,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,11.0,13,True,3,,,,,,,,,
111,spata,fingo/spata,csv-yaml,https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2023-04-02 17:20:45,2023-04-02 17:20:24,401,27.0,5,3,16.0,1.0,,13,2023-03-20 19:06:32,2.1.2,7.0,"Functional, stream-based CSV processor for Scala.",3.0,13,False,2,,,,,,,,,
112,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2021-12-31 00:10:05,2021-05-25 08:10:05,80,,31,21,18.0,9.0,26.0,683,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,10.0,12,False,3,,,,,,,,,
113,casbah,mongodb/casbah,db-clients,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108,,126,59,64.0,,,517,,,,Casbah is now officially end-of-life (EOL).,36.0,12,False,3,,,,,,,,,
114,salat,salat/salat,db-clients,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877,,103,55,82.0,31.0,97.0,485,,,,Salat is a simple serialization library for case classes.,42.0,12,False,3,,,,,,,,,
115,squid,epfldata/squid,toolkits,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2020-11-23 16:20:35,2020-11-23 16:20:07,583,,13,16,18.0,16.0,33.0,197,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,6.0,12,False,3,,,,,,,True,,
116,borer,sirthias/borer,json,https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2023-03-28 19:33:25,2023-02-09 16:29:39,962,8.0,12,8,518.0,5.0,101.0,189,,,,Efficient CBOR and JSON (de)serialization in Scala.,8.0,12,True,3,,,,,,,,,
117,sbt-site,sbt/sbt-site,sbt,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2023-01-11 15:07:24,2023-01-11 15:07:22,433,2.0,69,19,130.0,25.0,52.0,174,2020-11-01 21:50:36,1.4.1,16.0,Site generation for sbt.,43.0,12,False,3,,,,,,,,,
118,blindsight,tersesystems/blindsight,toolkits,https://github.com/tersesystems/blindsight,https://github.com/tersesystems/blindsight,,2020-03-16 03:06:57,2023-04-03 19:59:01,2023-03-27 03:59:31,393,39.0,6,5,409.0,11.0,26.0,79,2023-03-12 22:32:23,2.0.0,1.0,"Blindsight is a Scala logging API with DSL based structured logging, fluent logging, semantic logging, flow logging,..",3.0,12,False,3,,,,,,,True,,
119,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2023-03-28 20:20:03,2023-01-26 05:11:25,342,2.0,5,28,97.0,2.0,5.0,65,2022-04-02 07:19:04,1.1.8,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",5.0,12,True,3,,,,,,,True,,
120,sbt-ide-settings,Jetbrains/sbt-ide-settings,sbt,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2021-03-25 14:43:10,2021-03-25 14:42:24,33,,7,21,2.0,7.0,5.0,56,2023-02-06 17:13:32,1.1.1,4.0,SBT plugin for tweaking various IDE settings.,6.0,12,False,3,,,,,,,,,
121,reactive,nafg/reactive,web-frameworks,https://github.com/nafg/reactive,https://github.com/nafg/reactive,,2010-05-27 23:21:42,2023-01-07 21:28:30,2021-02-28 04:06:13,1147,,37,19,134.0,26.0,53.0,215,,,,A simple FRP library and a web UI framework built on it.,11.0,11,False,3,,,,,,,,,
122,scala-forklift,lastland/scala-forklift,db-clients,https://github.com/lastland/scala-forklift,https://github.com/lastland/scala-forklift,,2015-08-18 16:26:21,2022-09-06 13:51:34,2020-04-24 19:30:57,274,,29,11,21.0,13.0,19.0,189,2016-08-10 07:04:47,0.2.3,3.0,"Type-safe data migration tool for Slick, Git and beyond.",10.0,11,False,3,,,,,,,,,
123,scala-records,scala-records/scala-records,toolkits,https://github.com/scala-records/scala-records,https://github.com/scala-records/scala-records,BSD-3-Clause,2014-06-17 09:59:57,2019-06-10 22:59:35,2019-06-10 22:59:34,224,,12,19,77.0,19.0,46.0,159,,,,Labeled records for Scala based on structural refinement types and macros.,11.0,11,False,3,,,,,,,True,,
124,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2023-02-24 14:11:05,2023-02-24 14:11:01,841,1.0,18,8,111.0,11.0,20.0,107,2022-11-12 11:47:00,1.0.15,45.0,Clickhouse Scala Client with Reactive Streams support.,15.0,11,True,3,,,,,,,,,
125,couchdb-scala,beloglazov/couchdb-scala,db-clients,https://github.com/beloglazov/couchdb-scala,https://github.com/beloglazov/couchdb-scala,Apache-2.0,2015-01-15 23:10:06,2018-11-13 12:48:24,2017-08-05 07:34:18,236,,18,6,33.0,18.0,31.0,65,2016-05-08 00:58:39,0.7.2,7.0,A purely functional Scala client for CouchDB.,2.0,11,False,3,,,,,,,,,
126,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2023-04-03 18:23:48,2023-03-31 15:04:08,121,84.0,5,11,121.0,13.0,10.0,41,,,,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,8.0,11,True,3,,,,,,,,,['zio']
127,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,sbt,https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2023-03-28 20:22:37,2023-02-03 07:04:57,378,8.0,3,12,159.0,2.0,2.0,36,2021-11-22 07:29:41,4.1.1,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,3.0,11,True,3,,,,,,,,,
128,log4s,Log4s/log4s,toolkits,https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2022-07-08 02:08:50,2022-07-08 02:08:50,378,,22,9,62.0,7.0,21.0,170,,,,High-performance SLF4J wrapper for Scala.,14.0,10,False,3,,,,,,,True,,
129,sbt-groll,sbt/sbt-groll,sbt,https://github.com/sbt/sbt-groll,https://github.com/sbt/sbt-groll,Apache-2.0,2012-10-21 20:43:30,2021-12-17 12:41:12,2021-12-17 12:40:44,126,,8,8,23.0,1.0,4.0,134,2021-12-17 12:41:14,7.1.0,3.0,sbt plugin to roll the Git history.,8.0,10,True,3,,,,,,,,,
130,ScalaJack,gzoller/ScalaJack,json,https://github.com/gzoller/ScalaJack,https://github.com/gzoller/ScalaJack,MIT,2013-06-17 20:20:56,2022-11-15 00:51:10,2022-11-15 00:50:56,923,,8,12,182.0,2.0,49.0,110,,,,Fast JSON parser/generator for Scala.,13.0,10,True,3,,,,,,,,,
131,longevity,longevityframework/longevity,db-clients,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216,,5,12,8.0,36.0,4.0,103,2018-07-01 17:41:25,0.27.0,35.0,A Persistence Framework for Scala and NoSQL.,3.0,10,False,3,,,,,,,,,
132,moultingyaml,jcazevedo/moultingyaml,csv-yaml,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171,,32,5,28.0,16.0,8.0,97,,,,Scala wrapper for SnakeYAML.,13.0,10,False,3,,,,,,,,,
133,sbt-ghpages,sbt/sbt-ghpages,sbt,https://github.com/sbt/sbt-ghpages,https://github.com/sbt/sbt-ghpages,,2012-05-16 15:21:19,2023-04-03 09:42:38,2023-04-03 09:42:36,152,6.0,18,9,71.0,17.0,13.0,94,2022-12-06 06:47:04,0.7.0,1.0,"git, site and ghpages support for sbt projects.",20.0,10,False,3,,,,,,,,,
134,pushka,fomkin/pushka,json,https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88,,9,7,26.0,9.0,25.0,74,,,14.0,ABANDONED Pure Scala serialization library with annotations.,5.0,10,False,3,,,,,,,,,
135,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,sbt,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41,,3,5,4.0,1.0,11.0,27,2021-04-28 13:50:29,0.1.5,5.0,SBT deploy plugin.,6.0,10,False,3,,,,,,,,,
136,scala-jsonapi,scala-jsonapi/scala-jsonapi,json,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135,,24,29,52.0,13.0,34.0,108,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",20.0,9,False,3,,,,,,,,,
137,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,,2014-07-01 23:57:41,2022-05-02 13:01:22,2022-05-02 12:59:42,721,,3,6,,,23.0,68,2022-01-15 15:51:59,1.1.0,56.0,Non-blocking asynchronous domain-customizable database query language for Scala and Scala.js against the Datomic..,,9,False,3,4.0,0.0,,,,,,,
138,lucene4s,outr/lucene4s,db-clients,https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2021-07-18 01:06:33,2021-05-17 19:36:10,153,,18,7,16.0,2.0,7.0,53,,,,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,5.0,9,False,3,,,,,,,,,
139,ReactiveCouchbase-rs-core,ReactiveCouchbase/ReactiveCouchbase-rs-core,db-clients,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,Apache-2.0,2017-02-08 08:16:45,2018-04-23 09:37:17,2018-04-23 09:35:53,131,,10,7,13.0,7.0,11.0,27,2017-09-29 15:00:23,1.0.0,1.0,New ReactiveCouchbase driver using reactive-streams.,8.0,9,False,3,,,,,,,,,
140,akka-persistence-gcp-datastore,innFactory/akka-persistence-gcp-datastore,db-clients,https://github.com/innFactory/akka-persistence-gcp-datastore,https://github.com/innFactory/akka-persistence-gcp-datastore,Apache-2.0,2019-11-29 19:52:00,2023-03-29 00:19:45,2022-03-15 00:18:23,292,,3,3,175.0,1.0,,20,,,,akka-persistence-gcp-datastore is a journal and snapshot store plugin for akka-persistence using google cloud..,4.0,9,True,3,,,,,,,,,
141,scountries,lambdaworks/scountries,misc,https://github.com/lambdaworks/scountries,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45,2023-03-30 19:27:07,2023-03-30 19:27:07,33,6.0,1,8,24.0,,,17,2023-01-31 11:52:49,0.1.1,1.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",3.0,9,True,3,,,io.lambdaworks:scountries,https://search.maven.org/artifact/io.lambdaworks/scountries,,,,,
