,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id
131,reboot,dispatch/reboot,http,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2024-08-25 03:41:28,2024-08-25 03:40:21,752.0,30.0,105.0,34.0,136.0,4.0,100.0,426,2024-08-25 03:33:13,2.0.0,,,25.0,Scala wrapper for the Java AsyncHttpClient.,,,39.0,18,True,3,,,,,,,
132,zio-json,zio/zio-json,json,https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2024-09-17 09:56:17,2024-09-17 09:56:16,610.0,9.0,146.0,22.0,1006.0,103.0,89.0,407,2024-08-28 04:49:35,0.7.3,,,36.0,"Fast, secure JSON library with tight ZIO integration.",,,67.0,18,True,2,,,"['zio', 'scala3', 'scalajs']",,,,
133,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,https://github.com/earldouglas/sbt-war,https://github.com/earldouglas/sbt-war,BSD-3-Clause,2011-04-24 10:27:46,2024-10-10 15:37:28,2024-10-10 09:23:24,1151.0,61.0,99.0,18.0,699.0,3.0,271.0,382,,,,,,Package and run .war files with sbt.,,,33.0,18,True,2,,,,,,,earldouglas/sbt-war
134,sbt-sonatype,xerial/sbt-sonatype,sbt,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2024-10-10 04:14:43,2024-10-10 01:47:40,761.0,20.0,64.0,14.0,426.0,14.0,92.0,334,2024-10-10 01:52:36,3.12.0,,,14.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,,,35.0,18,True,2,,,,,,,
135,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2024-08-21 05:13:05,2024-04-29 05:19:30,1290.0,,61.0,50.0,680.0,17.0,122.0,320,2023-11-10 13:36:09,1.4.4,,,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,18,True,2,,,,,,,
136,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2024-10-09 18:49:29,2024-10-09 18:49:29,491.0,22.0,75.0,10.0,238.0,4.0,71.0,283,2024-10-08 02:59:32,1.7.0,,,27.0,sbt plugin to automate Sonatype releases from GitHub Actions.,,,63.0,18,True,2,,,,,,,
137,openai-scala-client,cequence-io/openai-scala-client,sci,https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2024-09-27 16:09:36,2024-09-27 16:09:27,743.0,137.0,20.0,12.0,47.0,7.0,33.0,178,2024-09-25 12:00:02,1.1.0,,,15.0,Scala client for OpenAI API.,6.0,,9.0,18,True,2,,io.cequence:openai-scala-client_2.13,['scala3'],https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2024-09-25 11:30:02,6.0,
138,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2024-10-02 17:39:06,2024-10-02 17:39:06,1300.0,15.0,33.0,7.0,734.0,13.0,56.0,165,2024-06-07 14:29:41,1.1.0,,,19.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",,,16.0,18,True,2,,,,,,,
139,pekko-http,apache/incubator-pekko-http,http,https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2024-10-10 15:30:14,2024-10-10 15:30:14,4707.0,29.0,38.0,23.0,505.0,30.0,74.0,152,,,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,362.0,18,True,3,,,['scala3'],,,,apache/pekko-http
140,vertx-lang-scala,vert-x3/vertx-lang-scala,reactive,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2024-10-07 01:59:33,2024-09-26 12:27:50,650.0,29.0,40.0,34.0,125.0,10.0,64.0,122,2024-06-09 22:23:52,4.5.8,1458.0,208.0,3.0,Vert.x for Scala.,,,21.0,18,False,2,,,,,,,
141,better-files,pathikrit/better-files,toolkits,https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-08-13 00:56:52,2024-03-18 04:06:32,1092.0,,145.0,38.0,452.0,49.0,178.0,1475,,,,,,"Simple, safe and intuitive Scala I/O.",,,62.0,17,True,3,,,['scala3'],,,,
142,securesocial,jaliss/securesocial,sec,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,88.0,257.0,68.0,324.0,1199,,,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",,,98.0,17,False,1,,,,,,,
143,fastparse,com-lihaoyi/fastparse,parsers,https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2024-10-04 12:23:26,2024-08-16 00:39:20,959.0,2.0,164.0,33.0,164.0,16.0,132.0,1090,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,,,54.0,17,True,2,,,"['scala3', 'scalajs']",,,,
144,scala-logging,lightbend-labs/scala-logging,logging,https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2024-10-02 14:09:00,2024-10-02 14:08:59,356.0,6.0,130.0,27.0,323.0,35.0,100.0,910,2023-08-30 13:19:37,3.9.5,,,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,17,True,2,,,['scala3'],,,,
145,scala-scraper,ruippeixotog/scala-scraper,others,https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2024-09-30 22:01:13,2024-09-30 22:01:13,737.0,17.0,105.0,29.0,458.0,8.0,53.0,718,2017-07-21 21:40:45,2.0.0,,,5.0,A Scala library for scraping content from HTML pages.,,,15.0,17,True,2,,,['scala3'],,,,
146,unfiltered,unfiltered/unfiltered,web-frameworks,https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2024-10-10 16:06:51,2024-10-05 19:30:29,2921.0,18.0,114.0,26.0,1208.0,75.0,146.0,709,,,,,,A toolkit for servicing HTTP requests in Scala.,,,93.0,17,True,3,,,['scala3'],,,,
147,freestyle,frees-io/freestyle,toolkits,https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,50.0,41.0,321.0,34.0,214.0,614,2018-06-07 10:17:38,0.8.2,,,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,False,3,,,['scalajs'],,,,
148,scalate,scalate/scalate,templating,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2024-10-05 09:11:47,2024-10-05 09:11:47,2774.0,17.0,103.0,23.0,647.0,39.0,35.0,606,,,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,74.0,17,True,2,,,,,,,
149,squeryl,squeryl/squeryl,db-clients,https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2024-10-07 22:36:19,2024-10-07 22:36:12,1161.0,13.0,137.0,29.0,420.0,41.0,112.0,584,,,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,17,True,2,,,['scala3'],,,,
150,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,21.0,227.0,16.0,224.0,579,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,,,26.0,17,True,3,,,"['scala3', 'scalajs']",,,,
151,scalariform,scala-ide/scalariform,development-cycle,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2024-05-11 00:35:23,2019-06-11 05:21:17,734.0,,148.0,27.0,98.0,67.0,140.0,527,2019-06-11 05:28:37,0.2.10,9806.0,112.0,11.0,Scala source code formatter.,,,56.0,17,False,3,,,,,,,
152,play-pac4j,pac4j/play-pac4j,sec,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2024-10-08 05:03:08,2024-10-08 05:03:06,1036.0,25.0,102.0,27.0,531.0,3.0,167.0,405,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,,,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",,,51.0,17,True,1,,,,,,,
153,play-swagger,iheartradio/play-swagger,others,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,130.0,24.0,438.0,22.0,160.0,403,2023-07-27 02:50:55,1.1.12,,,39.0,Swagger spec generator for play framework.,,,54.0,17,True,2,,,,,,,
154,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2024-08-05 21:39:21,2024-06-24 19:43:13,899.0,,59.0,17.0,417.0,33.0,97.0,354,2024-06-24 19:58:21,1.17.37,,,43.0,Mockito for Scala language.,,,31.0,17,True,3,,,,,,,
155,scala-js-dom,scala-js/scala-js-dom,scala-js,https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2024-10-04 23:37:47,2024-10-04 23:36:01,1539.0,4.0,160.0,17.0,641.0,33.0,196.0,315,2023-09-28 01:09:16,2.8.0,,,10.0,Statically typed DOM API for Scala.js.,,,119.0,17,False,2,,,"['scala3', 'scalajs']",,,,
156,diffson,gnieh/diffson,json,https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2024-09-21 14:06:56,2024-09-21 13:45:07,569.0,13.0,51.0,13.0,387.0,11.0,48.0,313,2024-04-02 18:25:18,4.6.0,,,16.0,A scala diff/patch library for Json.,,,33.0,17,True,3,,,"['scala3', 'scalajs']",,,,
157,anorm,playframework/anorm,db-clients,https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2024-09-30 07:38:25,2024-09-30 07:38:25,757.0,10.0,75.0,16.0,543.0,10.0,66.0,238,2022-09-29 14:17:35,2.7.0,,,3.0,The Anorm database library.,,,56.0,17,True,2,,,"['scala3', 'play']",,,,
158,cats-parse,typelevel/cats-parse,parsers,https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2024-10-05 12:08:12,2024-10-05 08:48:12,479.0,15.0,53.0,16.0,525.0,26.0,71.0,233,2023-11-07 04:19:52,1.0.0,,,15.0,A parsing library for the cats ecosystem.,,,43.0,17,True,2,,,"['scala3', 'scalajs']",,,,
159,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2024-08-27 15:06:39,2024-08-27 14:54:16,756.0,7.0,45.0,12.0,588.0,41.0,43.0,226,2024-08-27 15:10:09,2.10.0,,,7.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,25.0,17,True,2,,,['scala3'],,,,
160,fs2-aws,laserdisc-io/fs2-aws,others,https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2024-08-12 22:35:12,2024-07-22 15:40:55,769.0,5.0,47.0,5.0,1160.0,17.0,52.0,190,2024-05-01 18:58:29,6.1.3,,,65.0,fs2 utilities to interact with AWS.,,,30.0,17,True,2,,,['scala3'],,,,
161,zio-redis,zio/zio-redis,db-clients,https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2024-09-26 11:37:50,2024-09-26 11:37:50,630.0,18.0,63.0,14.0,869.0,20.0,118.0,123,2024-08-30 09:20:38,0.2.1,,,3.0,A ZIO-based redis client.,,,43.0,17,True,2,,,"['zio', 'scala3']",,,,
162,skuber,hagay3/skuber,others,https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2024-09-18 22:33:25,2024-09-18 22:33:25,1147.0,10.0,29.0,3.0,396.0,23.0,23.0,76,2024-03-04 12:13:20,4.0.3,,,21.0,A Scala Kubernetes client library.,,,66.0,17,True,2,,,['scala3'],,,,
163,sttp-oauth2,ocadotechnology/sttp-oauth2,sec,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2024-08-21 21:08:16,2024-08-21 20:31:47,484.0,11.0,22.0,9.0,501.0,11.0,23.0,74,2024-08-21 20:05:38,0.19.2,,,35.0,OAuth2 client library implemented in Scala using sttp.,4.0,,14.0,17,True,1,,com.ocadotechnology:sttp-oauth2_2.13,,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,polyvariant/sttp-oauth2
164,play-googleauth,guardian/play-googleauth,sec,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2024-10-10 15:20:02,2024-10-10 15:20:00,690.0,70.0,11.0,60.0,254.0,9.0,,35,2024-10-10 12:24:45,15.0.0,,,39.0,Simple play module for authenticating against Google.,,,70.0,17,True,1,,,,,,,
165,scopt,scopt/scopt,others,https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2024-04-12 08:31:36,2024-04-12 08:31:36,506.0,,164.0,36.0,183.0,56.0,116.0,1433,2022-07-02 20:30:57,4.1.0,,,17.0,command line options parsing for Scala.,,,62.0,16,False,2,,,"['scala3', 'scalajs']",,,,
166,tensorflow_scala,eaplatanios/tensorflow_scala,sci,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,95.0,65.0,51.0,29.0,120.0,937,2020-10-08 19:13:41,0.5.6,,,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,False,3,,,,,,,
167,squants,typelevel/squants,sci,https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2024-09-27 12:28:58,2024-01-08 23:25:53,829.0,,125.0,18.0,492.0,57.0,101.0,922,2021-08-26 20:15:30,1.8.3,,,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",,,63.0,16,True,3,,,"['scala3', 'scalajs']",,,,
168,rxscala,reactivex/rxscala,reactive,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,121.0,58.0,122.0,2.0,85.0,888,2019-12-29 15:41:19,0.27.0,,,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,46.0,16,False,2,,,,,,,
169,nscala-time,nscala-time/nscala-time,toolkits,https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2024-10-07 23:25:47,2024-10-07 23:25:45,684.0,18.0,79.0,27.0,283.0,6.0,49.0,869,,,,,,A new Scala wrapper for Joda Time based on scala-time.,,,26.0,16,True,3,,,"['scala3', 'scalajs']",,,,
170,rediscala,etaty/rediscala,db-clients,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,134.0,40.0,101.0,74.0,83.0,790,2019-06-23 15:29:14,1.9.0,,,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,32.0,16,False,2,,,,,,,
171,figaro,charles-river-analytics/figaro,sci,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,85.0,303.0,122.0,332.0,756,2017-08-24 18:00:35,5.0.0.0,2548.0,19.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,16,False,3,,,,,,,
172,vegas,vegas-viz/vegas,bigdata,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,98.0,41.0,77.0,54.0,54.0,730,2017-07-25 22:34:25,0.3.11,,,8.0,The missing MatPlotLib for Scala + Spark.,,,21.0,16,False,3,,,,,,,
173,scallop,scallop/scallop,others,https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2024-03-16 05:41:49,2024-03-16 05:38:45,605.0,,57.0,15.0,54.0,9.0,186.0,677,2024-03-16 05:44:32,5.1.0,,,27.0,a simple Scala CLI parsing library.,,,25.0,16,True,2,,,"['scala3', 'scalajs']",,,,
174,scalastyle,scalastyle/scalastyle,development-cycle,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,216.0,31.0,148.0,84.0,149.0,677,,,,,,scalastyle.,,,70.0,16,False,3,,,,,,,
175,decline,bkirwi/decline,others,https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2024-08-21 13:37:55,2024-06-20 05:36:03,820.0,,71.0,8.0,486.0,41.0,61.0,647,2021-12-12 22:36:45,2.2.0,,,8.0,A composable command-line parser for Scala.,,,36.0,16,True,2,,,"['scala3', 'scalajs']",,,,
176,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2024-10-06 20:18:31,2024-10-06 20:18:31,743.0,19.0,72.0,32.0,213.0,13.0,112.0,562,2022-05-28 07:23:56,1.13.5,,,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,20.0,16,True,3,,,['scalajs'],,,,
177,sbt-buildinfo,sbt/sbt-buildinfo,sbt,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2024-10-09 05:59:42,2024-08-26 01:33:34,327.0,2.0,89.0,21.0,103.0,18.0,88.0,553,2024-03-20 04:25:12,0.12.0,,,6.0,I know this because build.sbt knows this.,,,50.0,16,True,3,,,,,,,
178,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,,103.0,70.0,97.0,4.0,63.0,538,2023-10-16 02:00:21,1.6.0,,,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,16,True,2,,,,,,,
179,cask,com-lihaoyi/cask,web-frameworks,https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2024-09-09 09:14:25,2024-09-09 09:13:48,328.0,6.0,57.0,14.0,72.0,10.0,55.0,529,2024-07-22 14:07:13,0.9.4,27469.0,371.0,80.0,"Cask: a Scala HTTP micro-framework. Cask makes it easy to set up a website, backend server, or REST API using Scala.",,,19.0,16,False,3,,,"['scala3', 'scalajs']",,,,
180,xitrum,xitrum-framework/xitrum,web-frameworks,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,39.0,36.0,56.0,600.0,449,,,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,False,3,,,,,,,
181,akka-http-session,softwaremill/akka-http-session,sec,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,58.0,48.0,45.0,12.0,32.0,440,2023-08-29 17:27:28,0.7.1,,,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",,,24.0,16,True,2,,,,,,,
182,each,ThoughtWorksInc/each,toolkits,https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2024-08-19 21:12:41,2023-02-03 06:45:06,739.0,,27.0,28.0,155.0,10.0,28.0,256,2023-02-03 06:24:22,3.3.2,,,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,,,15.0,16,False,3,,,['scalajs'],,,,
183,Dsl.scala,ThoughtWorksInc/Dsl.scala,toolkits,https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2024-10-06 00:28:23,2024-05-23 03:55:58,1823.0,,29.0,25.0,686.0,24.0,18.0,256,2023-01-26 02:47:03,2.0.0,,,17.0,A framework to create embedded Domain-Specific Languages in Scala.,,,5.0,16,True,3,,,"['scala3', 'scalajs']",,,,
184,scalismo,unibas-gravis/scalismo,media,https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2024-06-24 14:15:02,2024-01-23 13:09:12,1839.0,,66.0,18.0,349.0,10.0,73.0,245,2023-07-04 08:48:44,0.92.0,,,7.0,Scalable Image Analysis and Shape Modelling.,,,23.0,16,True,2,,,['scala3'],,,,
185,youi,outr/youi,web-frameworks,https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2024-10-06 00:05:44,2024-07-19 23:39:16,2730.0,8.0,29.0,16.0,335.0,22.0,41.0,210,2019-01-30 18:17:20,0.9.0,,,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",,,11.0,16,True,3,,,['scalajs'],,,,
186,scrypto,input-output-hk/scrypto,sec,https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2024-09-22 18:28:41,2024-09-22 18:25:20,1030.0,3.0,52.0,22.0,90.0,5.0,18.0,201,2024-09-22 18:28:42,3.0.0,,,10.0,Cryptographic primitives for Scala.,,,25.0,16,False,2,,,['scalajs'],,,,
187,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2024-09-16 03:20:13,2024-09-16 03:20:11,293.0,5.0,42.0,9.0,251.0,4.0,66.0,197,2023-08-31 00:01:20,2.5.2,,,25.0,sbt plugin for Scalafmt.,,,28.0,16,True,3,,,,,,,
188,sbt-header,sbt/sbt-header,sbt,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2024-08-13 03:15:45,2023-06-07 08:14:12,320.0,,54.0,10.0,240.0,11.0,77.0,187,2023-06-07 11:27:41,5.10.0,,,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",,,38.0,16,True,3,,,,,,,
189,sbt-doctest,tkawachi/sbt-doctest,sbt,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2024-10-08 04:48:48,2024-10-08 04:48:40,750.0,19.0,28.0,12.0,433.0,15.0,47.0,182,2015-12-17 13:37:24,0.3.5,,,1.0,Doctest for scala.,,,26.0,16,True,3,,,,,,,
190,cilib,ciren/cilib,others,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,102.0,23.0,267.0,7.0,54.0,124,2018-03-21 12:08:40,2.0.1,,,5.0,"Typesafe, purely functional Computational Intelligence.",,,26.0,16,False,2,,,,,,,
191,rescala,rescala-lang/rescala,reactive,https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2024-10-06 12:01:29,2024-10-06 12:01:27,6941.0,280.0,29.0,16.0,37.0,,10.0,90,,,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,,,34.0,16,True,2,,,"['scala3', 'scalajs']",,,,
192,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2024-10-10 17:42:23,2024-10-10 17:39:54,472.0,47.0,19.0,13.0,460.0,13.0,36.0,60,2024-06-04 22:31:56,0.4.0,,,4.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,,,20.0,16,True,2,,io.lambdaworks:zio-elasticsearch_3,"['zio', 'scala3']",https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2024-06-04 22:31:56,,
193,ldbc,takapi327/ldbc,db-clients,https://github.com/takapi327/ldbc,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08,2024-10-10 15:16:04,2024-10-10 15:16:02,3719.0,376.0,4.0,3.0,304.0,10.0,1.0,38,2024-09-29 08:24:50,0.3.0-beta8,,,21.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,,,4.0,16,True,2,,,"['scala3', 'scalajs']",,,,
194,otavia,otavia-projects/otavia,reactive,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-25 15:11:58,2024-09-25 15:09:27,572.0,51.0,3.0,3.0,,,,33,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model! Star Me Please.,15.0,,1.0,16,True,2,,cc.otavia:otavia-runtime_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-09-15 09:19:26,15.0,
195,otavia-runtime,otavia-projects/otavia,di,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-25 15:11:58,2024-09-25 15:09:27,572.0,51.0,3.0,3.0,,,,33,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model! Star Me Please.,15.0,,1.0,16,True,2,,cc.otavia:otavia-runtime_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-09-15 09:19:26,15.0,
196,scalaj-http,scalaj/scalaj-http,http,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,120.0,43.0,84.0,28.0,112.0,974,2016-04-02 20:58:24,2.3.0,,,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,,,29.0,15,False,3,,,,,,,
